Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean,LCN,33.8889497331119,35.5926242164655,37.0450020055642,37.1959410995003,37.361273087259,37.540356377392,37.7060337472602,37.8841507110195,38.0780204193005,38.1819025570056,38.2888046059682,38.4040233881066
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean (excluding high income),LAC,33.4561161600249,35.4181161116883,37.1689631873097,37.3431400094135,37.5218471037001,37.701595630124,37.8500171960014,37.9981045780798,38.1556766066126,38.2357332376092,38.3397958793432,38.4647182122792
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,33.9731511046681,35.7173379427289,37.2027915623724,37.3565765458981,37.5229476773173,37.701815499379,37.866176861658,38.0419968721576,38.2305261018299,38.3352810540072,38.4483087869013,38.5639584251275
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Least developed countries: UN classification,LDC,8.81489629953298,10.1822217201837,11.8642199424366,12.0346584448088,12.2065186417862,12.3627400626732,12.5231281924913,12.6877086355853,12.8455373635646,13.0005124163648,13.1640374950608,13.3372016911333
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Low & middle income,LMY,14.187799667341,16.9062506720116,19.7641536111194,19.97860948849,20.2044147452054,20.4494831088659,20.7011570762582,20.9473188148007,21.2084224552632,21.4522922608714,21.7088940033935,21.9637766728962
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Low income,LIC,10.2910385043843,11.03393975624,11.4343067683454,11.4224507097003,11.4481771093301,11.6257925767955,11.843563784651,11.9634439305505,12.0658054240404,12.1658809743484,12.2720504322752,12.3872155161477
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lower middle income,LMC,12.140648938579,13.3937071923952,15.0978940387913,15.2758286852529,15.4614171840811,15.6485936116499,15.8440552646083,16.0479493911188,16.2608530314732,16.4550242895695,16.6560447363446,16.8642287102805
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa,MEA,23.2640078615496,24.5001605228943,25.0649445662939,25.0204136095679,25.0405753564002,25.2779274876671,25.5906348340047,25.7740746841443,25.9728503517027,26.034918617059,26.0924747869696,26.1457310742594
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa (excluding high income),MNA,21.0843498801645,21.7331483857394,21.6963957702768,21.5353655886536,21.4297029757677,21.5618796239708,21.7664639041727,21.8267891872129,21.892587342357,21.924634448271,21.9556418791381,21.9860380028605
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,21.0843498801645,21.7331483857394,21.6963957702768,21.5353655886536,21.4297029757677,21.5618796239708,21.7664639041727,21.8267891872129,21.892587342357,21.924634448271,21.9556418791381,21.9860380028605
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle income,MIC,14.4614522333231,17.3798228970313,20.5746334025096,20.8224607491237,21.0799880802096,21.3444724685295,21.6128579508908,21.8859125157506,22.1786417630108,22.4539154475323,22.7441279329564,23.0323876497168
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,North America,NAC,41.9098621650512,43.6202438549891,44.9066370116638,45.1108350898998,45.3075184062538,45.520824316553,45.7281708491893,45.9766333796156,46.2658502588997,46.4017386023098,46.3442393968577,46.4730922981734
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,OECD members,OED,33.3365018138821,34.6844496951158,36.4001752785574,36.5449148289478,36.6856321885639,36.8313268438686,36.9631882084304,37.1159846348591,37.2858310905451,37.3866534819253,37.464310396182,37.6147384382219
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Post-demographic dividend,PST,33.3060556359481,34.4655266967047,36.0345210624112,36.1772710553204,36.3178600185464,36.4656570799602,36.6190144975895,36.802588873778,37.0026578073308,37.1243657039034,37.2046878112788,37.3509533620223
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pre-demographic dividend,PRE,12.5330207779286,13.8227338153127,15.2513131373164,15.385796536067,15.5242531140723,15.6497166772378,15.7848816047129,15.9290161693188,16.0692605427833,16.203023522901,16.3494065302623,16.5102946533328
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Asia,SAS,11.2010643495964,12.5945780442075,14.3254281910723,14.5306830361151,14.7452750322557,14.9684536286604,15.200292509222,15.440962201091,15.6911091934318,15.9230147573152,16.160224433256,16.4012263659512
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Asia (IDA & IBRD),TSA,11.2010643495964,12.5945780442075,14.3254281910723,14.5306830361151,14.7452750322557,14.9684536286604,15.200292509222,15.440962201091,15.6911091934318,15.9230147573152,16.160224433256,16.4012263659512
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa,SSF,11.6975513844905,13.1674164384636,14.7510642165793,14.8975361458127,15.0472344910898,15.1841916960697,15.3273782687384,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102,16.0402710626502
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa (excluding high income),SSA,11.6975513844905,13.1674164384636,14.7510642165793,14.8975361458127,15.0472344910898,15.1841916960697,15.3273782687384,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102,16.0402710626502
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,11.6975513844905,13.1674164384636,14.7510642165793,14.8975361458127,15.0472344910898,15.1841916960697,15.3273782687384,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102,16.0402710626502
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Upper middle income,UMC,16.8278681984621,21.7997450791785,27.3265990502767,27.7057591475872,28.0988004935331,28.5089260911287,28.9190186651813,29.3289392869457,29.7799583806563,30.2223284553838,30.6993139749692,31.1599162300648
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,World,WLD,18.1097484794947,20.2806284885723,22.6792613573791,22.8665503160422,23.0651555632638,23.2829722914974,23.5090881243982,23.7342648054606,23.9760005575619,24.1843030876957,24.3998116162306,24.6194313235025
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Afghanistan,AFG,..,..,20.282,..,..,..,..,20.282,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Albania,ALB,..,..,1.19539,..,..,..,..,1.188,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Algeria,DZA,..,..,7.8,..,..,..,..,9.802,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Angola,AGO,..,..,0.7057,..,..,..,..,0.7057,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Antigua and Barbuda,ATG,..,..,0.0044,..,..,..,..,0.0044,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Argentina,ARG,..,..,37.69,..,..,..,..,37.69,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Armenia,ARM,..,..,2.941,..,..,..,..,2.865,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Australia,AUS,..,..,15.4186666667,..,..,..,..,15.945,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Austria,AUT,..,..,3.49,..,..,..,..,3.49,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Azerbaijan,AZE,..,..,11.97,..,..,..,..,12.7816,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bahrain,BHR,..,..,0.1899363636,..,..,..,..,0.1551,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bangladesh,BGD,..,..,35.87,..,..,..,..,35.87,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Barbados,BRB,..,..,0.07,..,..,..,..,0.07,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Belarus,BLR,..,..,1.5253333333,..,..,..,..,1.397,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Belgium,BEL,..,..,5.3,..,..,..,..,3.994,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Belize,BLZ,..,..,0.101,..,..,..,..,0.101,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Benin,BEN,..,..,0.13,..,..,..,..,0.13,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bhutan,BTN,..,..,0.3379,..,..,..,..,0.3379,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bolivia,BOL,..,..,2.088,..,..,..,..,2.088,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bosnia and Herzegovina,BIH,..,..,0.4377,..,..,..,..,0.4009,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Botswana,BWA,..,..,0.1944,..,..,..,..,0.193,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Brazil,BRA,..,..,69.8605,..,..,..,..,65.68,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Brunei Darussalam,BRN,..,..,0.092,..,..,..,..,0.092,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Bulgaria,BGR,..,..,5.7146,..,..,..,..,5.658,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Burkina Faso,BFA,..,..,0.8167,..,..,..,..,0.8167,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Burundi,BDI,..,..,0.2801,..,..,..,..,0.2801,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cabo Verde,CPV,..,..,0.0253,..,..,..,..,0.0253,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cambodia,KHM,..,..,2.184,..,..,..,..,2.184,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cameroon,CMR,..,..,1.0884,..,..,..,..,1.0884,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Canada,CAN,..,..,36.44,..,..,..,..,35.73,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Central African Republic,CAF,..,..,0.0725,..,..,..,..,0.0725,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Chad,TCD,..,..,0.8796,..,..,..,..,0.8796,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Chile,CHL,..,..,35.368,..,..,..,..,35.368,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,China,CHN,..,..,598.8,..,..,..,..,591.8,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Colombia,COL,..,..,12.6824528462,..,..,..,..,13.6019056924,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Comoros,COM,..,..,0.01,..,..,..,..,0.01,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Congo, Dem. Rep.",COD,..,..,0.6836,..,..,..,..,0.6836,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Congo, Rep.",COG,..,..,0.046,..,..,..,..,0.046,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Costa Rica,CRI,..,..,2.339,..,..,..,..,3.194,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cote d'Ivoire,CIV,..,..,1.2480444444,..,..,..,..,1.162,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Croatia,HRV,..,..,0.661,..,..,..,..,0.6729,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cuba,CUB,..,..,6.6453833333,..,..,..,..,6.958,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Cyprus,CYP,..,..,0.2553,..,..,..,..,0.216,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Czech Republic,CZE,..,..,1.8404,..,..,..,..,1.63,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Denmark,DNK,..,..,0.7285,..,..,..,..,0.7411,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Djibouti,DJI,..,..,0.019,..,..,..,..,0.019,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Dominica,DMA,..,..,0.02,..,..,..,..,0.02,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Dominican Republic,DOM,..,..,7.92476,..,..,..,..,9.0779,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ecuador,ECU,..,..,9.9158,..,..,..,..,9.9158,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Egypt, Arab Rep.",EGY,..,..,63.7,..,..,..,..,64.2,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,El Salvador,SLV,..,..,2.118,..,..,..,..,2.118,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Equatorial Guinea,GNQ,..,..,0.0198,..,..,..,..,0.0198,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Eritrea,ERI,..,..,0.582,..,..,..,..,0.582,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Estonia,EST,..,..,1.631,..,..,..,..,1.784,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Eswatini,SWZ,..,..,1.068,..,..,..,..,1.068,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ethiopia,ETH,..,..,9.5710090909,..,..,..,..,10.5481,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Fiji,FJI,..,..,0.0849,..,..,..,..,0.0849,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Finland,FIN,..,..,6.562,..,..,..,..,6.562,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,France,FRA,..,..,28.063,..,..,..,..,26.436,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Gabon,GAB,..,..,0.1391,..,..,..,..,0.1391,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Gambia, The",GMB,..,..,0.1016,..,..,..,..,0.1016,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Georgia,GEO,..,..,1.823,..,..,..,..,1.823,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Germany,DEU,..,..,27.8806666667,..,..,..,..,24.443,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ghana,GHA,..,..,1.3155,..,..,..,..,1.4486,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Greece,GRC,..,..,9.935,..,..,..,..,11.24,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Grenada,GRD,..,..,..,..,0.0141,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guatemala,GTM,..,..,3.3241,..,..,..,..,3.3241,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guinea,GIN,..,..,0.574,..,..,..,..,0.574,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guinea-Bissau,GNB,..,..,0.175,..,..,..,..,0.175,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guyana,GUY,..,..,1.4447,..,..,..,..,1.4447,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Haiti,HTI,..,..,1.45,..,..,..,..,1.45,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Honduras,HND,..,..,1.607,..,..,..,..,1.607,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Hungary,HUN,..,..,5.051,..,..,..,..,4.499,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Iceland,ISL,..,..,0.294,..,..,..,..,0.29,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,India,IND,..,..,647.5,..,..,..,..,647.5,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Indonesia,IDN,..,..,195.29375,..,..,..,..,222.635,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Iran, Islamic Rep.",IRN,..,..,92.95,..,..,..,..,92.95,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Iraq,IRQ,..,..,43.6979428571,..,..,..,..,38.538,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ireland,IRL,..,..,0.757,..,..,..,..,0.757,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Israel,ISR,..,..,1.2624,..,..,..,..,1.198,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Italy,ITA,..,..,33.9844692308,..,..,..,..,34.0457,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Jamaica,JAM,..,..,1.4907142857,..,..,..,..,1.35,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Japan,JPN,..,..,81.222,..,..,..,..,81.222,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Jordan,JOR,..,..,0.849,..,..,..,..,0.9036,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kazakhstan,KAZ,..,..,21.39,..,..,..,..,22.45,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kenya,KEN,..,..,3.2188,..,..,..,..,4.032,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Korea, Dem. People's Rep.",PRK,..,..,8.6578,..,..,..,..,8.6578,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Korea, Rep.",KOR,..,..,29.197,..,..,..,..,29.197,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kuwait,KWT,..,..,0.6186923077,..,..,..,..,0.7701,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kyrgyz Republic,KGZ,..,..,7.707,..,..,..,..,7.707,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lao PDR,LAO,..,..,6.664,..,..,..,..,7.32,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Latvia,LVA,..,..,0.2482,..,..,..,..,0.1811,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lebanon,LBN,..,..,1.5972,..,..,..,..,1.812,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lesotho,LSO,..,..,0.0438,..,..,..,..,0.0438,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Liberia,LBR,..,..,0.1459,..,..,..,..,0.1459,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Libya,LBY,..,..,5.72,..,..,..,..,5.72,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lithuania,LTU,..,..,0.5368,..,..,..,..,0.259,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Luxembourg,LUX,..,..,0.0446,..,..,..,..,0.0456,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Madagascar,MDG,..,..,13.5569,..,..,..,..,13.5569,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malawi,MWI,..,..,1.3568,..,..,..,..,1.3568,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malaysia,MYS,..,..,6.1088421053,..,..,..,..,6.707,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Maldives,MDV,..,..,0.0047,..,..,..,..,0.0047,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mali,MLI,..,..,5.186,..,..,..,..,5.186,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malta,MLT,..,..,0.0401,..,..,..,..,0.043,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mauritania,MRT,..,..,1.3482,..,..,..,..,1.3482,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mauritius,MUS,..,..,0.582,..,..,..,..,0.61,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mexico,MEX,..,..,82.73,..,..,..,..,87.84,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Moldova,MDA,..,..,0.85,..,..,..,..,0.84,..,..,..,..
